request_id,request_time,pickup_x,pickup_y,dest_x,dest_y,car_type,status,match_time,pickup_time,dropoff_time,driver_id
1,0,11.995256175932013,0.6275552435063547,8.158722712339816,12.20934245934683,economy,completed,0.0,4.574686634527878,12.708478537727999,1
2,0,17.355580678554446,6.276610398321834,17.93319282855203,7.5557847882436535,economy,completed,0.0,1.5692183941908049,2.5049113437460626,18
3,0,12.877774367754537,11.91300476803941,12.40252270890524,18.812425108479264,economy,completed,0.0,2.30760139954805,6.918114274046658,4
4,0,14.406225042882767,4.752712389295681,19.555946328972706,10.42254586562412,economy,completed,0.0,4.708095147893073,9.814371937784006,12
5,2,12.643610705922308,1.2016102125544603,9.325008593934157,13.585627960762173,economy,completed,2.0,9.201125565208095,17.748432238218953,10
6,2,14.760685785040685,0.4436493798161978,13.520406189747536,19.266111607725147,economy,completed,2.0,11.008695940725215,23.58421674364599,11
7,3,6.253413223938216,7.383079505539081,6.008079467311786,7.543206826578337,premium,completed,3.0,8.778197964089625,8.973509010694942,2
8,3,11.385160041411645,14.703463633570191,4.45075685586382,16.076153407898268,economy,completed,3.0,6.231672067064283,10.944313447497255,19
9,4,2.0368338526374297,6.43931969242529,16.670777831146175,8.76861465122774,premium,completed,4.0,14.56245380555392,24.441228614230795,5
10,5,17.697965438425772,9.02204368570445,2.4183864942057287,10.592552566167866,economy,completed,5.0,5.990004956092771,16.23005770891407,18
11,6,16.144528363339074,12.838745129933063,6.905656097751967,2.593782755922136,economy,completed,6.0,8.481201900318077,17.67820660075625,14
12,6,5.423489878285048,6.92708561333707,8.395423675825038,8.190442328981199,van,completed,6.0,13.183620423630547,15.336495574877114,9
13,7,17.59956503252096,19.738273100575913,19.003223327660457,18.54754428822677,economy,completed,7.0,8.573455523297719,9.800573504417585,15
14,8,4.5493267270223985,1.3613524821372458,5.740223544835494,16.203837580164365,economy,completed,8.0,17.00667034726505,26.933460118515022,20
15,8,13.874112145945096,18.47709599114484,17.99349672047596,11.539068080389029,economy,completed,8.0,9.006207641071622,14.385408761573085,4
16,8,3.4364318107347414,5.997761374569864,10.499282708316498,8.275008954591545,van,completed,8.0,15.527353487481026,20.474618471161335,17
